mag,dist,mag_dist,severity,severity_dist
2.42,102,0.38,Minor 1,None
1.55,66,0.23,Micro,None
4.3,28,3.74,Light,Minor 2
4.6,24,4.12,Light,Light
1.3,32,0.66,Micro,None
0.85,150,0,Micro,None
1.53,2,1.49,Micro,Micro
1.45,25,0.95,Micro,Micro
2.54,214,0,Minor 1,None
1.51,9,1.33,Micro,Micro
1.8,185,0,Micro,None
1.68,27,1.14,Micro,Micro
4.3,79,2.72,Light,Minor 1
1.93,195,0,Minor 1,None
1.19,164,0,Micro,None
1.2,33,0.54,Micro,None
0.8,198,0,Micro,None
1.3,89,0,Micro,None
2.05,20,1.65,Minor 1,Micro
1.44,225,0,Micro,None
1.7,37,0.96,Micro,Micro
1.2,43,0.34,Micro,None
0.6,103,0,Micro,None
2.04,195,0,Minor 1,None
4.6,161,1.38,Light,Micro
1.91,146,0,Minor 1,None
2.2,107,0.06,Minor 1,None
2.2,188,0,Minor 1,None
0.5,33,0,Micro,None
4.3,65,3,Light,Minor 2
1.24,46,0.32,Micro,None
1.35,61,0.13,Micro,None
1.84,132,0,Micro,None
1.1,240,0,Micro,None
1.86,145,0,Micro,None
1.17,6,1.05,Micro,Micro
0.86,10,0.66,Micro,None
4.4,205,0.3,Light,None
2.03,184,0,Minor 1,None
1.3,137,0,Micro,None
1.17,99,0,Micro,None
1.73,184,0,Micro,None
0.97,198,0,Micro,None
0.66,35,0,Micro,None
1.95,199,0,Minor 1,None
1.92,140,0,Minor 1,None
2.1400001,170,0,Minor 1,None
1.6,163,0,Micro,None
1.77,8,1.61,Micro,Micro
1.55,12,1.31,Micro,Micro
1.4,206,0,Micro,None
2.2,230,0,Minor 1,None
2.6,18,2.24,Minor 1,Minor 1
1.65,20,1.25,Micro,Micro
1.4,43,0.54,Micro,None
0.5,224,0,Micro,None
1.71,81,0.09,Micro,None
1.26,127,0,Micro,None
1.08,68,0,Micro,None
4.7,205,0.6,Light,None
1.5,131,0,Micro,None
1,8,0.84,Micro,None
1.21,55,0.11,Micro,None
0.94,170,0,Micro,None
1.46,20,1.06,Micro,Micro
0.69,215,0,Micro,None
1.3,233,0,Micro,None
1.54,172,0,Micro,None
1.3,165,0,Micro,None
1.36,188,0,Micro,None
1.31,216,0,Micro,None
0.87,68,0,Micro,None
1.35,23,0.89,Micro,None
1.89,228,0,Micro,None
1.2,135,0,Micro,None
1.3,56,0.18,Micro,None
1.66,92,0,Micro,None
1.2,41,0.38,Micro,None
3,112,0.76,Minor 2,None
1.1,213,0,Micro,None
0.57,1,0.55,Micro,None
1.47,116,0,Micro,None
1.6,35,0.9,Micro,None
1.61,153,0,Micro,None
4.4,219,0.02,Light,None
1.83,151,0,Micro,None
1.4,200,0,Micro,None
1.8,35,1.1,Micro,Micro
1.2,81,0,Micro,None
0.94,121,0,Micro,None
1.53,48,0.57,Micro,None
2.18,62,0.94,Minor 1,Micro
1.18,26,0.66,Micro,None
5.1,17,4.76,Moderate,Light
1.48,98,0,Micro,None
1.66,189,0,Micro,None
1.19,203,0,Micro,None
0.85,236,0,Micro,None
2.05999994,99,0.07999994,Minor 1,None
1.92,66,0.6,Minor 1,None
4.3,41,3.48,Light,Minor 2
1.7,2,1.66,Micro,Micro
1.3,119,0,Micro,None
2.25,215,0,Minor 1,None
2.9,28,2.34,Minor 1,Minor 1
2.05,139,0,Minor 1,None
1.3,221,0,Micro,None
0.72,123,0,Micro,None
1.8,242,0,Micro,None
0.85,197,0,Micro,None
2.2,219,0,Minor 1,None
0.86,111,0,Micro,None
2.9,126,0.38,Minor 1,None
1.2,250,0,Micro,None
0.54,51,0,Micro,None
1.57,104,0,Micro,None
1.44,65,0.14,Micro,None
0.7,109,0,Micro,None
2.5,240,0,Minor 1,None
1.1,47,0.16,Micro,None
1.72,214,0,Micro,None
1.05,244,0,Micro,None
2.99,6,2.87,Minor 2,Minor 1
2.1,182,0,Minor 1,None
1.5,22,1.06,Micro,Micro
0.68,16,0.36,Micro,None
0.57,198,0,Micro,None
1.71,4,1.63,Micro,Micro
1.3,111,0,Micro,None
4.6,100,2.6,Light,Minor 1
0.89,14,0.61,Micro,None
1.2,128,0,Micro,None
4.7,149,1.72,Light,Micro
1.52,190,0,Micro,None
0.67,16,0.35,Micro,None
4.5,170,1.1,Light,Micro
4.3,61,3.08,Light,Minor 2
4.2,236,0,Light,None
1.99,244,0,Minor 1,None
1.14,102,0,Micro,None
1.4,137,0,Micro,None
0.84,75,0,Micro,None
4.2,119,1.82,Light,Micro
1.3,214,0,Micro,None
2.1,58,0.94,Minor 1,Micro
3.53,183,0,Minor 2,None
1.5,40,0.7,Micro,None
2.6,14,2.32,Minor 1,Minor 1
1.2,141,0,Micro,None
1.1,59,0,Micro,None
1.9,93,0.04,Micro,None
1.46,176,0,Micro,None
1,214,0,Micro,None
0.8,145,0,Micro,None
1.32,178,0,Micro,None
2.39,60,1.19,Minor 1,Micro
1.17,221,0,Micro,None
1.13,7,0.99,Micro,Micro
1,123,0,Micro,None
4.5,202,0.46,Light,None
2.1,62,0.86,Minor 1,None
1.2,194,0,Micro,None
1.6,86,0,Micro,None
2.34,63,1.08,Minor 1,Micro
4.5,147,1.56,Light,Micro
1.6,95,0,Micro,None
0.8,210,0,Micro,None
0.9,187,0,Micro,None
2.2,66,0.88,Minor 1,None
0.68,106,0,Micro,None
0.8,115,0,Micro,None
0.94,184,0,Micro,None
1.3,28,0.74,Micro,None
2.8,168,0,Minor 1,None
2.3,183,0,Minor 1,None
2.9,194,0,Minor 1,None
1,82,0,Micro,None
1,42,0.16,Micro,None
2.18,181,0,Minor 1,None
1.7,82,0.06,Micro,None
1.12,97,0,Micro,None
2.33,205,0,Minor 1,None
0.84,233,0,Micro,None
0.84,183,0,Micro,None
1.8,187,0,Micro,None
1.9,149,0,Micro,None
0.9,63,0,Micro,None
2.25,176,0,Minor 1,None
0.53,100,0,Micro,None
0.93,50,0,Micro,None
2.4,102,0.36,Minor 1,None
0.92,109,0,Micro,None
1.66,182,0,Micro,None
1.2,128,0,Micro,None
4.2,154,1.12,Light,Micro
2.55,220,0,Minor 1,None
1.1,134,0,Micro,None
1.01,22,0.57,Micro,None
2.11,16,1.79,Minor 1,Micro
0.6,190,0,Micro,None
1.9,2,1.86,Micro,Micro
2.25,222,0,Minor 1,None
1.5,75,0,Micro,None
2.34,34,1.66,Minor 1,Micro
1.3,69,0,Micro,None
1.76999998,93,0,Micro,None
2.5,123,0.04,Minor 1,None
0.86,28,0.3,Micro,None
1.9,185,0,Micro,None
0.74,70,0,Micro,None
1.7,85,0,Micro,None
1.7,95,0,Micro,None
0.85,246,0,Micro,None
2.37,35,1.67,Minor 1,Micro
1.03,125,0,Micro,None
3.2,96,1.28,Minor 2,Micro
1.2,184,0,Micro,None
1.12,195,0,Micro,None
2.2,225,0,Minor 1,None
2.14,163,0,Minor 1,None
0.84,215,0,Micro,None
0.85,239,0,Micro,None
1.5,80,0,Micro,None
1.88,70,0.48,Micro,None
0.97,58,0,Micro,None
0.85,222,0,Micro,None
0.54,167,0,Micro,None
2.8,219,0,Minor 1,None
2,39,1.22,Minor 1,Micro
5,226,0.48,Moderate,None
0.86,123,0,Micro,None
1.7,68,0.34,Micro,None
0.5,159,0,Micro,None
2.19,22,1.75,Minor 1,Micro
0.95,136,0,Micro,None
0.86,44,0,Micro,None
1.3,245,0,Micro,None
2.1400001,16,1.8200001,Minor 1,Micro
0.7,107,0,Micro,None
2.38,201,0,Minor 1,None
1.1,187,0,Micro,None
1.8,78,0.24,Micro,None
0.53,50,0,Micro,None
1.4,208,0,Micro,None
3,195,0,Minor 2,None
1.5,246,0,Micro,None
1.27,5,1.17,Micro,Micro
1.5,227,0,Micro,None
2.1400001,113,0,Minor 1,None
2.24,81,0.62,Minor 1,None
1.3,77,0,Micro,None
1.34,66,0.02,Micro,None
3,42,2.16,Minor 2,Minor 1
1.4,126,0,Micro,None
2.04,216,0,Minor 1,None
0.9,91,0,Micro,None
3.85,14,3.57,Minor 2,Minor 2
0.9,216,0,Micro,None
1.1,12,0.86,Micro,None
0.7,135,0,Micro,None
3.1,135,0.4,Minor 2,None
2.1,26,1.58,Minor 1,Micro
1.6,122,0,Micro,None
1.02,20,0.62,Micro,None
2.7,247,0,Minor 1,None
2.12,14,1.84,Minor 1,Micro
1.54,232,0,Micro,None
1.11,223,0,Micro,None
1.7,10,1.5,Micro,Micro
1.13,161,0,Micro,None
3.4,26,2.88,Minor 2,Minor 1
1.46,217,0,Micro,None
0.51,193,0,Micro,None
2.88,205,0,Minor 1,None
0.59,109,0,Micro,None
4.6,177,1.06,Light,Micro
4.9,164,1.62,Light,Micro
1.4,38,0.64,Micro,None
2.21,122,0,Minor 1,None
1.58,144,0,Micro,None
1.8,44,0.92,Micro,Micro
4.3,213,0.04,Light,None
0.85,85,0,Micro,None
1.28,210,0,Micro,None
1.87,15,1.57,Micro,Micro
1.7,134,0,Micro,None
2.4,81,0.78,Minor 1,None
1.9,200,0,Micro,None
4.5,218,0.14,Light,None
1.22,77,0,Micro,None
1.1,45,0.2,Micro,None
2.17,198,0,Minor 1,None
1.3,230,0,Micro,None
1.14,240,0,Micro,None
4.5,49,3.52,Light,Minor 2
1.14,111,0,Micro,None
1.8,73,0.34,Micro,None
1.97,196,0,Minor 1,None
1.7,231,0,Micro,None
1.3,68,0,Micro,None
2.19,165,0,Minor 1,None
1.82,165,0,Micro,None
2.1,245,0,Minor 1,None
2,58,0.84,Minor 1,None
2,104,0,Minor 1,None
1.04,44,0.16,Micro,None
0.77,69,0,Micro,None
2.2,91,0.38,Minor 1,None
2.3,137,0,Minor 1,None
1.14,7,1,Micro,Micro
4.7,55,3.6,Light,Minor 2
2.1,167,0,Minor 1,None
1.84000003,147,0,Micro,None
0.85,234,0,Micro,None
1.3,18,0.94,Micro,Micro
1.29,6,1.17,Micro,Micro
1.4,226,0,Micro,None
4.2,131,1.58,Light,Micro
2.74,45,1.84,Minor 1,Micro
2.08,135,0,Minor 1,None
2.08,101,0.06,Minor 1,None
4.1,8,3.94,Light,Light
4.2,80,2.6,Light,Minor 1
2.5,6,2.38,Minor 1,Minor 1
1.1,148,0,Micro,None
2.16,176,0,Minor 1,None
0.87,68,0,Micro,None
4.4,242,0,Light,None
1.2,85,0,Micro,None
2.8,51,1.78,Minor 1,Micro
1.1,50,0.1,Micro,None
0.85,231,0,Micro,None
1.7,217,0,Micro,None
1.04,21,0.62,Micro,None
1.97000003,149,0,Minor 1,None
3.1,52,2.06,Minor 2,Minor 1
1.18,12,0.94,Micro,Micro
1.2,38,0.44,Micro,None
2,155,0,Minor 1,None
2.1400001,58,0.9800001,Minor 1,Micro
1.87,238,0,Micro,None
1.75,60,0.55,Micro,None
1.35,119,0,Micro,None
1.2,174,0,Micro,None
1.4,136,0,Micro,None
2.08,105,0,Minor 1,None
1.49,233,0,Micro,None
1.5,110,0,Micro,None
1.82,78,0.26,Micro,None
4.9,10,4.7,Light,Light
1.75,29,1.17,Micro,Micro
0.81,18,0.45,Micro,None
1.69,113,0,Micro,None
1.88,121,0,Micro,None
3.2,79,1.62,Minor 2,Micro
3.59,168,0.23,Minor 2,None
2.8,108,0.64,Minor 1,None
1.13,37,0.39,Micro,None
4.4,92,2.56,Light,Minor 1
0.85,22,0.41,Micro,None
1.7,228,0,Micro,None
1.86,59,0.68,Micro,None
1.52,188,0,Micro,None
1.18,231,0,Micro,None
1.86,83,0.2,Micro,None
0.81,112,0,Micro,None
1.76,77,0.22,Micro,None
1.8,27,1.26,Micro,Micro
1.06,222,0,Micro,None
1.21,127,0,Micro,None
4.7,195,0.8,Light,None
0.84,247,0,Micro,None
0.83,7,0.69,Micro,None
3.7,33,3.04,Minor 2,Minor 2
0.97,150,0,Micro,None
4.3,60,3.1,Light,Minor 2
0.76,181,0,Micro,None
0.66,159,0,Micro,None
1.21,126,0,Micro,None
4.3,168,0.94,Light,Micro
2.3,86,0.58,Minor 1,None
1.49,167,0,Micro,None
3.8,153,0.74,Minor 2,None
1.61,61,0.39,Micro,None
2.2,190,0,Minor 1,None
5.7,42,4.86,Moderate,Light
1.62,34,0.94,Micro,Micro
1.15,147,0,Micro,None
4.4,10,4.2,Light,Light
1.9,173,0,Micro,None
3.9,48,2.94,Minor 2,Minor 2
1.57,122,0,Micro,None
4.2,97,2.26,Light,Minor 1
0.7,227,0,Micro,None
0.59,190,0,Micro,None
2.5,186,0,Minor 1,None
0.71,72,0,Micro,None
1.13,87,0,Micro,None
2.9,133,0.24,Minor 1,None
0.64,107,0,Micro,None
1.25,28,0.69,Micro,None
1.4,208,0,Micro,None
1.39,132,0,Micro,None
4.7,167,1.36,Light,Micro
1.27,162,0,Micro,None
1.5,20,1.1,Micro,Micro
1.14,127,0,Micro,None
1.65,174,0,Micro,None
0.92,238,0,Micro,None
0.74,214,0,Micro,None
1.68,207,0,Micro,None
1.82000005,68,0.46000005,Micro,None
0.5,2,0.46,Micro,None
0.56,156,0,Micro,None
1.45,185,0,Micro,None
1.9,146,0,Micro,None
3,111,0.78,Minor 2,None
1.99,85,0.29,Minor 1,None
1.7,244,0,Micro,None
4.4,248,0,Light,None
2.24,242,0,Minor 1,None
2.02,81,0.4,Minor 1,None
2.8,63,1.54,Minor 1,Micro
0.86,48,0,Micro,None
1.5,44,0.62,Micro,None
1.54,246,0,Micro,None
4.6,111,2.38,Light,Minor 1
1.77,128,0,Micro,None
1.4,53,0.34,Micro,None
4.3,157,1.16,Light,Micro
1.4,231,0,Micro,None
0.85,152,0,Micro,None
4.6,83,2.94,Light,Minor 2
1.64,195,0,Micro,None
4.5,58,3.34,Light,Minor 2
1.22,130,0,Micro,None
4.4,183,0.74,Light,None
3.17,91,1.35,Minor 2,Micro
1.5,219,0,Micro,None
1.12,123,0,Micro,None
1.4,137,0,Micro,None
1.2,7,1.06,Micro,Micro
4.4,101,2.38,Light,Minor 1
1.91999996,226,0,Minor 1,None
1.3,11,1.08,Micro,Micro
4.5,180,0.9,Light,None
0.6,98,0,Micro,None
1.02,92,0,Micro,None
1.6,125,0,Micro,None
1.2,127,0,Micro,None
2.3,159,0,Minor 1,None
0.7,29,0.12,Micro,None
1.71,156,0,Micro,None
2.18,88,0.42,Minor 1,None
0.57,177,0,Micro,None
1.66,157,0,Micro,None
2.11,215,0,Minor 1,None
4.5,23,4.04,Light,Light
1.4,204,0,Micro,None
1.39,231,0,Micro,None
1.9,27,1.36,Micro,Micro
1.3,204,0,Micro,None
1.84,165,0,Micro,None
2.67,37,1.93,Minor 1,Minor 1
1.3,121,0,Micro,None
0.84,243,0,Micro,None
1.78,187,0,Micro,None
1.55,11,1.33,Micro,Micro
0.54,98,0,Micro,None
1.2,158,0,Micro,None
1.73,90,0,Micro,None
2.05999994,181,0,Minor 1,None
1.4,212,0,Micro,None
0.86,151,0,Micro,None
3.8,59,2.62,Minor 2,Minor 1
2.12,202,0,Minor 1,None
1.4,203,0,Micro,None
4.5,77,2.96,Light,Minor 2
4.5,153,1.44,Light,Micro
4,242,0,Light,None
4.2,66,2.88,Light,Minor 1
1.2,88,0,Micro,None
1.3,29,0.72,Micro,None
1.5,216,0,Micro,None
0.5,110,0,Micro,None
1.8,74,0.32,Micro,None
1.96,154,0,Minor 1,None
0.52,95,0,Micro,None
3.8,51,2.78,Minor 2,Minor 1
1.4,92,0,Micro,None
2.1,191,0,Minor 1,None
1.9,140,0,Micro,None
4.4,144,1.52,Light,Micro
0.65,21,0.23,Micro,None
1.18,115,0,Micro,None
2.2,152,0,Minor 1,None
1.89,151,0,Micro,None
1.3,206,0,Micro,None
4.4,112,2.16,Light,Minor 1
2.4,84,0.72,Minor 1,None
3.12,88,1.36,Minor 2,Micro
1.5,213,0,Micro,None
1.17,50,0.17,Micro,None
2.32,45,1.42,Minor 1,Micro
4.3,241,0,Light,None
1,87,0,Micro,None
0.85,174,0,Micro,None
0.85,59,0,Micro,None
2.63,208,0,Minor 1,None
1.52,180,0,Micro,None
1,38,0.24,Micro,None
1.9,207,0,Micro,None
1.3,25,0.8,Micro,None
0.55,38,0,Micro,None
2.09,185,0,Minor 1,None
2.94,210,0,Minor 2,None
1.3,15,1,Micro,Micro
1,155,0,Micro,None
1.94,213,0,Minor 1,None
1.5,182,0,Micro,None
1.64,162,0,Micro,None
1.9,37,1.16,Micro,Micro
1.81,66,0.49,Micro,None
0.87,240,0,Micro,None
0.53,193,0,Micro,None
1.07,88,0,Micro,None
1.1,21,0.68,Micro,None
2.09,115,0,Minor 1,None
0.85,150,0,Micro,None
2.33,63,1.07,Minor 1,Micro
3.36,136,0.64,Minor 2,None
0.74,100,0,Micro,None
1.27,18,0.91,Micro,Micro
2.06,115,0,Minor 1,None
1.1,250,0,Micro,None
3.03,48,2.07,Minor 2,Minor 1
2.93,242,0,Minor 2,None
2.73,134,0.05,Minor 1,None
1.17,205,0,Micro,None
1.01,241,0,Micro,None
1.68,15,1.38,Micro,Micro
2.18,165,0,Minor 1,None
1.4,216,0,Micro,None
1.37,122,0,Micro,None
0.85,142,0,Micro,None
1.12,62,0,Micro,None
3,126,0.48,Minor 2,None
1.6,204,0,Micro,None
2.21,157,0,Minor 1,None
1.83000004,208,0,Micro,None
1.5,36,0.78,Micro,None
4.2,212,0,Light,None
1.92,112,0,Minor 1,None
0.9,160,0,Micro,None
0.84,37,0.1,Micro,None
1.58,110,0,Micro,None
3.3,84,1.62,Minor 2,Micro
3.6,144,0.72,Minor 2,None
3.4,15,3.1,Minor 2,Minor 2
0.78,165,0,Micro,None
1.4,212,0,Micro,None
1.08,53,0.02,Micro,None
3.2,94,1.32,Minor 2,Micro
1.9,53,0.84,Micro,None
1.86,198,0,Micro,None
1.89,60,0.69,Micro,None
0.85,190,0,Micro,None
1.05,182,0,Micro,None
1,109,0,Micro,None
1.4,37,0.66,Micro,None
1.93,52,0.89,Minor 1,None
0.86,238,0,Micro,None
4.9,19,4.52,Light,Light
1.5,135,0,Micro,None
0.58,228,0,Micro,None
0.52,29,0,Micro,None
1.1,204,0,Micro,None
1.77,153,0,Micro,None
0.56,183,0,Micro,None
1.6,224,0,Micro,None
1.15,11,0.93,Micro,Micro
2.25,12,2.01,Minor 1,Minor 1
1.2,216,0,Micro,None
1.39,1,1.37,Micro,Micro
0.63,91,0,Micro,None
0.93,230,0,Micro,None
4.7,103,2.64,Light,Minor 1
2.14,173,0,Minor 1,None
0.69,70,0,Micro,None
1,67,0,Micro,None
1.84000003,123,0,Micro,None
4.2,212,0,Light,None
0.87,51,0,Micro,None
1.22,97,0,Micro,None
2.47,202,0,Minor 1,None
4,223,0,Light,None
1.88,84,0.2,Micro,None
2.19000006,89,0.41000006,Minor 1,None
1.97,13,1.71,Minor 1,Micro
1.05,130,0,Micro,None
1.1,148,0,Micro,None
0.81,120,0,Micro,None
1.44,185,0,Micro,None
2.7,216,0,Minor 1,None
2.27,137,0,Minor 1,None
2.3,191,0,Minor 1,None
1.06,6,0.94,Micro,Micro
2.01,48,1.05,Minor 1,Micro
4.4,198,0.44,Light,None
0.65,106,0,Micro,None
0.58,239,0,Micro,None
1.29,228,0,Micro,None
1.33,220,0,Micro,None
0.93,133,0,Micro,None
2.17,149,0,Minor 1,None
4.6,222,0.16,Light,None
2.1,95,0.2,Minor 1,None
1.4,240,0,Micro,None
1.19,247,0,Micro,None
0.54,68,0,Micro,None
0.5,31,0,Micro,None
4.2,43,3.34,Light,Minor 2
1,239,0,Micro,None
1.17,54,0.09,Micro,None
1.2,166,0,Micro,None
0.5,191,0,Micro,None
1.4,131,0,Micro,None
1.25,45,0.35,Micro,None
4.6,208,0.44,Light,None
1.17,45,0.27,Micro,None
1.5,7,1.36,Micro,Micro
0.67,113,0,Micro,None
4.4,164,1.12,Light,Micro
1.4,127,0,Micro,None
1.58,221,0,Micro,None
1.33,56,0.21,Micro,None
2,49,1.02,Minor 1,Micro
1.65,72,0.21,Micro,None
1.2,78,0,Micro,None
1.78,218,0,Micro,None
0.7,87,0,Micro,None
0.86,225,0,Micro,None
2.9,38,2.14,Minor 1,Minor 1
4.1,51,3.08,Light,Minor 2
1.2,218,0,Micro,None
0.83,146,0,Micro,None
0.9,97,0,Micro,None
0.8,106,0,Micro,None
1.57,86,0,Micro,None
0.96,73,0,Micro,None
0.88,184,0,Micro,None
4.6,146,1.68,Light,Micro
2.3,238,0,Minor 1,None
3,5,2.9,Minor 2,Minor 1
0.65,236,0,Micro,None
2.3,96,0.38,Minor 1,None
0.86,1,0.84,Micro,None
4.4,94,2.52,Light,Minor 1
4.1,95,2.2,Light,Minor 1
4,195,0.1,Light,None
1.7,235,0,Micro,None
3.7,112,1.46,Minor 2,Micro
3.7,222,0,Minor 2,None
1.88,197,0,Micro,None
0.74,109,0,Micro,None
3.9,123,1.44,Minor 2,Micro
4.7,5,4.6,Light,Light
1.3,49,0.32,Micro,None
0.9,232,0,Micro,None
0.9,116,0,Micro,None
4.3,44,3.42,Light,Minor 2
4.7,219,0.32,Light,None
4,157,0.86,Light,None
4.4,167,1.06,Light,Micro
0.56,115,0,Micro,None
1.47,169,0,Micro,None
1.3,65,0,Micro,None
0.93,128,0,Micro,None
0.6,155,0,Micro,None
2.6,246,0,Minor 1,None
0.76,123,0,Micro,None
1.3,181,0,Micro,None
1.3,130,0,Micro,None
0.62,228,0,Micro,None
0.92,72,0,Micro,None
4.8,237,0.06,Light,None
2.24,181,0,Minor 1,None
4.3,198,0.34,Light,None
0.8,193,0,Micro,None
1.7,200,0,Micro,None
1.6,41,0.78,Micro,None
4.4,148,1.44,Light,Micro
2,108,0,Minor 1,None
4.7,108,2.54,Light,Minor 1
2.57,19,2.19,Minor 1,Minor 1
4.5,144,1.62,Light,Micro
1.16,31,0.54,Micro,None
2.9,167,0,Minor 1,None
4.5,17,4.16,Light,Light
1.2,185,0,Micro,None
1.1,1,1.08,Micro,Micro
1,227,0,Micro,None
1.93,124,0,Minor 1,None
4.2,161,0.98,Light,Micro
4.5,77,2.96,Light,Minor 2
1.3,236,0,Micro,None
2.46,61,1.24,Minor 1,Micro
2.87,105,0.77,Minor 1,None
3.32,12,3.08,Minor 2,Minor 2
4.5,137,1.76,Light,Micro
3.7,46,2.78,Minor 2,Minor 1
1.7,200,0,Micro,None
5.3,224,0.82,Moderate,None
0.95,238,0,Micro,None
4.2,54,3.12,Light,Minor 2
0.6,140,0,Micro,None
4.2,134,1.52,Light,Micro
0.83,173,0,Micro,None
1.27,114,0,Micro,None
5.7,204,1.62,Moderate,Micro
4.2,167,0.86,Light,None
1,99,0,Micro,None
4.6,238,0,Light,None
1.82,112,0,Micro,None
2.3,64,1.02,Minor 1,Micro
2.8,134,0.12,Minor 1,None
0.9,13,0.64,Micro,None
1.01,12,0.77,Micro,None
2.1,20,1.7,Minor 1,Micro
0.64,248,0,Micro,None
1.96,220,0,Minor 1,None
1.41,74,0,Micro,None
0.96,125,0,Micro,None
0.97,59,0,Micro,None
1.3,181,0,Micro,None
0.92,136,0,Micro,None
4.5,18,4.14,Light,Light
2,30,1.4,Minor 1,Micro
2.43,203,0,Minor 1,None
4.3,211,0.08,Light,None
2,2,1.96,Minor 1,Minor 1
0.9,32,0.26,Micro,None
3.03,139,0.25,Minor 2,None
3,182,0,Minor 2,None
4.6,11,4.38,Light,Light
5.3,131,2.68,Moderate,Minor 1
4.6,23,4.14,Light,Light
2.4,222,0,Minor 1,None
1.85000002,2,1.81000002,Micro,Micro
1.1,224,0,Micro,None
1.5,38,0.74,Micro,None
1.2,201,0,Micro,None
0.86,62,0,Micro,None
2.9,31,2.28,Minor 1,Minor 1
3.3,200,0,Minor 2,None
1.3,163,0,Micro,None
0.99,129,0,Micro,None
0.9,87,0,Micro,None
1.84000003,248,0,Micro,None
0.75,233,0,Micro,None
2.41,129,0,Minor 1,None
4.8,28,4.24,Light,Light
4.7,40,3.9,Light,Minor 2
1.8,94,0,Micro,None
4.5,143,1.64,Light,Micro
0.89,2,0.85,Micro,None
1.44,92,0,Micro,None
4.3,86,2.58,Light,Minor 1
0.8,156,0,Micro,None
2.93,46,2.01,Minor 2,Minor 1
1.53,215,0,Micro,None
0.85,203,0,Micro,None
1.2,211,0,Micro,None
1.4,63,0.14,Micro,None
1.5,152,0,Micro,None
1.03,65,0,Micro,None
1.78,36,1.06,Micro,Micro
4.7,139,1.92,Light,Minor 1
3.5,222,0,Minor 2,None
2.32,131,0,Minor 1,None
1,88,0,Micro,None
4.1,217,0,Light,None
2.6,143,0,Minor 1,None
1.2,176,0,Micro,None
1.2,36,0.48,Micro,None
1.2,3,1.14,Micro,Micro
1.2,103,0,Micro,None
4.1,12,3.86,Light,Minor 2
0.55,151,0,Micro,None
1.1,16,0.78,Micro,None
0.9,30,0.3,Micro,None
5.4,235,0.7,Moderate,None
0.86,244,0,Micro,None
2,236,0,Minor 1,None
2.8,64,1.52,Minor 1,Micro
1.3,77,0,Micro,None
4.3,115,2,Light,Minor 1
2.09,62,0.85,Minor 1,None
1.4,132,0,Micro,None
1.5,228,0,Micro,None
2.2,65,0.9,Minor 1,None
2.14,73,0.68,Minor 1,None
1.2,87,0,Micro,None
1.11,57,0,Micro,None
1.35,174,0,Micro,None
0.96,231,0,Micro,None
3.3,84,1.62,Minor 2,Micro
1.2,112,0,Micro,None
0.9,231,0,Micro,None
0.99,79,0,Micro,None
1.3,92,0,Micro,None
0.8,194,0,Micro,None
4,87,2.26,Light,Minor 1
3.48,240,0,Minor 2,None
1.7,161,0,Micro,None
0.9,179,0,Micro,None
1.3,1,1.28,Micro,Micro
1.3,79,0,Micro,None
4.3,178,0.74,Light,None
1.7,34,1.02,Micro,Micro
2.6,197,0,Minor 1,None
2.7,125,0.2,Minor 1,None
1.2,209,0,Micro,None
0.67,165,0,Micro,None
1.4,196,0,Micro,None
1.3,82,0,Micro,None
1.4,151,0,Micro,None
3.26,79,1.68,Minor 2,Micro
3.47,86,1.75,Minor 2,Micro
2.4,174,0,Minor 1,None
1.6,18,1.24,Micro,Micro
1.39,214,0,Micro,None
2,217,0,Minor 1,None
3.5,36,2.78,Minor 2,Minor 1
1.4,189,0,Micro,None
1.8,202,0,Micro,None
1.07,141,0,Micro,None
4.3,122,1.86,Light,Micro
0.85,95,0,Micro,None
1,44,0.12,Micro,None
2.21,117,0,Minor 1,None
1.3,58,0.14,Micro,None
4.4,192,0.56,Light,None
2,173,0,Minor 1,None
1.3,210,0,Micro,None
0.9,101,0,Micro,None
2.8,145,0,Minor 1,None
1.1,65,0,Micro,None
1.8,40,1,Micro,Micro
1.96,120,0,Minor 1,None
3,198,0,Minor 2,None
3,53,1.94,Minor 2,Minor 1
4.2,189,0.42,Light,None
0.8,38,0.04,Micro,None
1,184,0,Micro,None
4.7,80,3.1,Light,Minor 2
1.68,238,0,Micro,None
2.7,104,0.62,Minor 1,None
1.3,163,0,Micro,None
1.7,108,0,Micro,None
1.78,140,0,Micro,None
1.4,68,0.04,Micro,None
4.3,178,0.74,Light,None
3.8,196,0,Minor 2,None
4.5,79,2.92,Light,Minor 2
2.6,120,0.2,Minor 1,None
2,69,0.62,Minor 1,None
1,154,0,Micro,None
4.9,10,4.7,Light,Light
1.5,230,0,Micro,None
4.8,228,0.24,Light,None
1.9,53,0.84,Micro,None
3,72,1.56,Minor 2,Micro
1.76,218,0,Micro,None
2.1,137,0,Minor 1,None
2.1,75,0.6,Minor 1,None
0.7,245,0,Micro,None
1.6,162,0,Micro,None
1.3,225,0,Micro,None
1.3,174,0,Micro,None
1.3,179,0,Micro,None
2.21,208,0,Minor 1,None
1.2,209,0,Micro,None
1.2,245,0,Micro,None
1.7,54,0.62,Micro,None
1.71000004,83,0.05000004,Micro,None
0.6,221,0,Micro,None
0.77,121,0,Micro,None
2.11999989,69,0.73999989,Minor 1,None
2.42,175,0,Minor 1,None
